id,resp_a_reward,resp_b_reward,winner_model_a,winner_model_b,winner_tie
5069186,-0.84,-0.88,0,0,1
5166668,-1.28,1.41,0,1,0
5187535,-0.7,-0.67,0,0,1
5188727,-0.99,-0.99,1,0,0
5378146,-0.08,-0.1,0,1,0
5498037,-0.36,-0.61,1,0,0
5530797,0.59,-0.47,1,0,0
5717448,1.45,-0.24,1,0,0
5879089,-0.82,-0.81,0,0,1
5973148,1.2,0.56,1,0,0
6058088,-0.53,1.6,0,1,0
6223290,-1.28,0.58,0,1,0
6241568,-0.1,-0.1,0,0,1
6274602,0.7,0.37,1,0,0
6287371,-0.49,1.45,0,1,0
6394907,0.21,-1.74,1,0,0
6447538,-0.92,-0.75,0,1,0
6492528,-0.84,-0.85,0,0,1
6570133,-0.19,-1.31,1,0,0
6701196,-0.25,-0.25,0,0,1
6807968,-0.96,-0.6,0,1,0
6817408,0.05,-1.45,1,0,0
6831350,2.8,0.95,1,0,0
6853605,-0.9,1.44,0,1,0
7021095,-0.76,-0.84,0,0,1
7047857,1.48,-1.72,1,0,0
7271889,-0.63,-0.64,0,1,0
7311145,-0.71,-0.74,0,0,1
7324219,-0.97,1.83,0,1,0
7417163,0.18,0.73,0,1,0
7484756,-0.75,-0.75,0,0,1
7591373,-0.77,-0.77,0,0,1
7599930,0.48,0.29,0,0,1
7739903,-0.48,-0.48,0,0,1
7831108,-1.03,-1.0,0,0,1
7886413,-0.34,0.47,0,1,0
8017578,-1.13,-0.27,0,1,0
8027538,2.14,1.04,1,0,0
8108394,0.73,0.89,0,1,0
8173595,-0.66,-0.7,0,0,1
8210755,2.27,2.89,0,1,0
8322953,-1.13,-0.09,0,1,0
8627100,-0.76,-0.75,0,1,0
8639923,2.42,0.98,1,0,0
8785767,-0.34,-0.76,1,0,0
8942841,-0.53,0.3,0,1,0
8948997,-0.67,-0.79,1,0,0
9059535,-0.21,-0.42,0,0,1
9198128,0.11,-1.54,1,0,0
9420277,1.11,-0.5,1,0,0
9424912,-0.77,-0.71,0,0,1
9473040,-0.35,-0.72,0,0,1
9484428,1.46,-0.26,1,0,0
9534298,0.94,0.63,0,0,1
9558869,-0.77,0.51,0,1,0
9601406,0.48,1.36,0,1,0
9638121,1.39,2.73,0,1,0
9644862,0.38,0.35,1,0,0
9740296,-0.74,-0.98,0,0,1
9785707,0.79,-0.44,1,0,0
9865433,-0.54,-0.79,1,0,0
10038573,-0.85,-0.84,0,1,0
10156891,1.11,2.55,0,1,0
10203267,-0.87,-0.4,0,1,0
10349570,0.74,-0.12,0,0,1
10403116,0.3,-1.65,1,0,0
10604421,-0.29,2.34,0,1,0
10622974,-1.97,1.16,0,1,0
10798145,-1.68,-1.7,0,0,1
10875646,1.17,0.29,1,0,0
10909236,1.16,-1.26,1,0,0
10966560,-0.87,-0.86,0,0,1
10974521,2.03,-0.94,1,0,0
10993520,-0.84,-0.27,0,1,0
11036870,0.16,2.34,0,1,0
11089285,0.16,1.88,0,1,0
11174153,-1.43,-1.28,0,1,0
11288315,0.71,-0.19,1,0,0
11462903,1.13,-1.54,1,0,0
11466834,-0.8,-0.79,0,0,1
11477748,-0.07,-1.12,1,0,0
11570555,2.53,2.5,1,0,0
11607871,0.13,1.85,0,1,0
11662304,-0.72,0.29,0,1,0
11802413,-1.68,2.22,0,1,0
11841984,-0.86,-0.9,1,0,0
11953413,-0.69,-0.66,0,0,1
11955851,0.43,0.64,0,0,1
12030710,1.91,0.17,1,0,0
12361286,-0.08,-1.45,0,1,0
12688674,0.1,0.31,0,0,1
12747778,-0.73,-0.73,0,0,1
12749848,-1.46,2.36,0,1,0
13035190,-1.58,2.02,0,1,0
13347957,-0.66,-0.66,0,0,1
13394448,0.24,1.14,0,1,0
13556772,2.8,-1.22,1,0,0
13651087,-1.17,0.33,0,1,0
13657431,-0.91,1.07,0,1,0
13678371,1.47,-1.58,1,0,0
13709106,0.4,-1.05,1,0,0
13735973,-0.81,-0.77,0,0,1
13744661,-0.81,-0.06,0,1,0
13782880,-0.89,-0.88,0,0,1
13797059,-0.85,1.54,0,1,0
13896087,0.69,0.01,1,0,0
14280062,-0.93,-0.84,0,0,1
14354101,-0.6,-0.67,1,0,0
14451315,2.2,1.41,0,1,0
14493470,-0.52,-0.33,0,1,0
14685320,-0.71,-0.71,0,0,1
14819628,0.74,-0.36,1,0,0
14940307,1.43,-1.2,1,0,0
15059469,-1.53,-0.06,0,1,0
15097210,1.05,1.15,0,0,1
15132484,-0.85,-0.82,0,0,1
15193241,-0.66,-0.61,0,0,1
15214568,-0.13,-0.07,0,0,1
15247315,1.97,2.23,0,0,1
15323548,0.43,1.2,0,1,0
15372768,-0.49,-0.75,1,0,0
15439831,0.79,-1.28,1,0,0
15551443,-0.94,-0.98,0,0,1
15641037,2.14,-1.23,1,0,0
15762385,1.18,0.02,1,0,0
15816190,2.55,2.52,0,0,1
15828515,0.4,-0.96,1,0,0
15909896,0.49,-1.14,1,0,0
15945921,-0.87,-0.88,1,0,0
16127462,0.45,-0.33,1,0,0
16134621,-1.05,-0.75,0,1,0
16164492,-0.69,-0.69,0,0,1
16192524,1.61,1.96,0,1,0
16345289,-0.33,-0.27,0,0,1
16350735,-1.95,0.61,0,1,0
16441516,-1.07,-1.21,1,0,0
16461522,-0.81,-0.82,0,1,0
16503078,-1.37,-1.41,0,0,1
16587778,0.49,0.06,0,0,1
16593225,-0.76,-0.77,0,1,0
16685973,1.76,-0.98,1,0,0
16748032,-0.65,-0.36,0,1,0
16956280,0.07,-0.26,1,0,0
16957411,-0.29,-0.23,0,1,0
17102186,-0.13,0.04,0,0,1
17214070,-0.81,-0.85,0,0,1
17434002,0.62,1.4,0,1,0
17441805,0.56,1.15,0,1,0
17448643,1.78,0.41,1,0,0
17452762,-1.52,1.44,0,1,0
17579220,-1.14,-0.86,0,1,0
17697317,-1.36,-1.39,0,0,1
17786813,-0.82,-0.8,0,0,1
17846323,-0.89,-1.3,0,0,1
17994707,0.45,1.08,0,0,1
18086268,1.69,1.41,0,0,1
18094964,-1.74,1.45,0,1,0
18120046,-0.84,-0.92,1,0,0
18124674,0.1,0.5,0,0,1
18138965,2.39,2.25,0,0,1
18149745,0.95,1.33,0,1,0
18161882,-1.56,-0.03,0,1,0
18229379,-0.79,-0.82,0,0,1
18240359,-1.5,-0.85,0,1,0
18419266,0.11,-0.25,1,0,0
18452420,0.37,0.55,0,1,0
18655827,0.6,-1.48,1,0,0
18667468,-0.61,-0.64,1,0,0
18777426,-0.44,-0.44,0,1,0
18802659,-0.51,2.78,0,1,0
19055999,-1.34,0.03,0,1,0
19086537,-0.4,-0.45,0,0,1
19108602,-0.58,-1.26,1,0,0
19153923,0.56,-0.18,1,0,0
19190525,2.52,0.21,1,0,0
19223330,-1.3,-1.18,0,0,1
19298357,1.75,0.95,1,0,0
19351701,-0.47,-0.11,0,1,0
19606851,-0.37,-0.64,1,0,0
19610571,-0.89,0.43,0,1,0
19855179,-0.84,-0.86,0,0,1
19919902,-0.96,-0.91,0,0,1
19965981,0.66,0.82,1,0,0
19978669,-0.82,-0.82,0,0,1
20092364,1.28,-0.92,1,0,0
20154595,-0.71,-0.71,0,0,1
20185159,0.77,-1.66,1,0,0
20191819,1.01,2.62,0,1,0
20317893,-0.12,0.82,0,1,0
20323081,0.74,-0.05,1,0,0
20358281,-0.5,-0.82,1,0,0
20389020,0.66,-0.17,1,0,0
20449586,-0.01,1.24,0,1,0
20513961,0.06,-0.55,1,0,0
20579712,-1.39,-1.41,0,0,1
20663371,-0.48,-0.36,0,1,0
20704787,-0.43,-1.49,1,0,0
20960602,-0.06,-0.71,1,0,0
21067116,2.03,2.33,0,0,1
21076858,-0.85,-0.86,0,0,1
21363092,-0.77,0.89,0,1,0
21397191,-0.73,-0.74,0,1,0
21469188,-1.27,-0.33,0,0,1
21546978,-0.88,-0.84,0,0,1
21624867,-1.15,1.61,0,1,0
21882851,-1.64,1.16,0,1,0
21998657,-0.21,1.87,0,1,0
22030556,-1.32,-1.34,0,0,1
22179610,-0.64,-0.63,0,0,1
22198032,0.56,1.79,0,1,0
22203562,-0.38,-0.38,1,0,0
22224316,2.64,-0.01,1,0,0
22225330,0.22,1.24,0,1,0
22285215,-0.65,-0.88,1,0,0
22287709,-0.99,-0.3,0,1,0
22383280,2.3,-1.44,1,0,0
22387439,1.16,1.04,1,0,0
22513174,-0.18,-0.18,0,0,1
22619105,2.92,2.53,1,0,0
22632044,-0.89,-0.91,1,0,0
22730772,-0.28,2.25,0,1,0
22875501,2.5,2.08,0,1,0
22897436,-1.43,2.02,0,1,0
22921409,-0.68,-0.72,0,0,1
23109454,-0.72,0.78,0,1,0
23151287,1.83,-0.56,1,0,0
23262408,0.27,2.84,0,1,0
23454698,-1.09,0.87,0,1,0
23469839,-0.88,0.25,0,1,0
23476865,0.19,-0.19,1,0,0
23479672,-0.38,-0.33,0,0,1
23496712,1.23,-0.55,1,0,0
23626873,1.98,-0.71,1,0,0
23752038,-0.36,0.64,0,1,0
23886831,1.42,1.85,0,0,1
23949628,-0.69,-1.7,1,0,0
23974130,2.31,0.68,1,0,0
23981422,0.06,0.87,0,1,0
24079185,-0.85,-0.91,0,1,0
24156886,0.66,0.19,1,0,0
24212890,0.24,-1.1,1,0,0
24217487,1.4,0.66,1,0,0
24244170,0.42,-0.02,1,0,0
24244682,-0.21,-1.31,1,0,0
24250539,2.17,-0.49,1,0,0
24291614,2.44,-0.24,1,0,0
24298976,-1.27,-0.48,0,1,0
24355595,-0.64,-0.45,0,1,0
24392931,-0.77,-0.76,0,0,1
24399403,2.81,1.83,1,0,0
24487972,-0.88,-0.88,0,0,1
24659060,0.31,2.61,0,1,0
24685627,-0.18,-0.17,0,0,1
24694301,-1.25,-1.25,0,1,0
24710636,-0.85,-0.82,0,1,0
24766918,2.16,1.62,1,0,0
24866717,-0.03,-0.02,0,0,1
25269381,-1.28,-0.96,0,1,0
25419050,-1.41,1.01,0,1,0
25523100,0.38,1.53,0,1,0
25545380,2.53,0.14,1,0,0
25560438,-0.33,-0.38,0,0,1
25572605,-0.95,1.54,0,1,0
25629188,0.24,-0.21,1,0,0
25674048,0.08,0.41,0,1,0
25927022,-1.04,0.61,0,1,0
26009090,-0.81,0.11,0,1,0
26092030,1.27,1.41,0,0,1
26269482,0.75,0.48,1,0,0
26344235,-0.41,-1.11,1,0,0
26376073,-0.71,-0.77,0,0,1
26390985,-0.79,-0.65,0,1,0
26425483,-0.93,0.8,0,1,0
26535266,0.32,0.24,0,0,1
26741574,-0.78,-0.82,0,0,1
26752065,-1.2,-1.25,1,0,0
26762900,-1.41,0.52,0,1,0
26786929,-0.78,-0.75,0,0,1
26853196,-1.5,-1.55,0,0,1
26880709,-0.66,-1.53,1,0,0
26887305,-0.6,-0.56,0,0,1
26910129,-1.2,0.09,0,1,0
26928706,0.38,2.86,0,1,0
26954423,-0.53,-0.62,0,0,1
26977623,-1.01,-0.81,0,1,0
27094543,1.55,0.54,1,0,0
27368944,0.08,0.15,0,0,1
27595930,-0.77,-0.38,0,1,0
27640786,3.23,2.53,1,0,0
27672843,-1.05,-0.96,0,1,0
27698358,-0.51,0.5,0,1,0
27758122,0.31,0.52,0,0,1
27806049,-0.99,-0.77,0,1,0
27899018,0.07,-0.85,1,0,0
27937485,-0.01,-1.11,1,0,0
28084074,-1.21,-1.34,1,0,0
28207817,1.67,-1.42,1,0,0
28502436,-0.08,1.61,0,1,0
28503704,1.44,-1.14,1,0,0
28614681,0.26,0.25,0,0,1
28647536,-0.84,-0.85,0,0,1
28683800,1.33,1.6,0,0,1
28694407,-1.38,0.66,0,1,0
28779054,0.5,-0.19,1,0,0
28810507,0.03,0.77,0,1,0
28813930,2.33,0.26,1,0,0
28967472,0.77,0.91,1,0,0
29066489,-0.61,-0.57,0,1,0
29105374,-1.12,-1.14,0,0,1
29213044,2.06,3.22,0,1,0
29409951,2.41,-1.27,1,0,0
29477106,-0.75,-1.04,1,0,0
29500587,-0.05,-0.31,1,0,0
29650947,-1.24,-0.9,0,1,0
29769670,1.44,2.39,0,0,1
29781135,-1.04,-0.58,1,0,0
29819376,2.83,1.65,1,0,0
29890516,0.12,1.05,0,1,0
29998700,0.26,-0.55,1,0,0
30116192,0.61,0.38,1,0,0
30231571,2.41,0.37,1,0,0
30299961,-0.54,0.48,0,1,0
30309090,-0.31,-0.43,0,0,1
30406816,-0.73,1.02,0,1,0
30596949,2.2,0.32,1,0,0
30614122,2.16,-0.7,1,0,0
30621995,-0.46,-0.51,1,0,0
30632871,0.79,-0.22,1,0,0
30633394,0.65,1.83,0,1,0
30651405,0.26,1.06,0,0,1
30716997,2.31,-0.23,1,0,0
30792503,0.61,-0.55,1,0,0
30887610,-0.15,-0.15,1,0,0
30960412,-0.36,-0.36,0,1,0
31055850,1.15,1.67,0,1,0
31168210,-0.71,-0.77,1,0,0
31514551,-0.71,-0.72,0,0,1
31520138,-0.38,-0.48,0,0,1
31538450,-0.8,-0.85,0,0,1
31588430,1.55,-1.39,1,0,0
31708717,0.59,2.11,0,1,0
31731551,-1.3,0.41,0,1,0
31735386,1.94,-0.49,1,0,0
31747214,0.04,-0.58,1,0,0
31764032,-1.09,-1.1,0,0,1
31919812,-0.82,-0.78,0,0,1
31970451,-0.82,-0.87,1,0,0
31981480,0.51,0.81,0,1,0
32074050,-0.82,-0.81,0,0,1
32175659,-0.33,-0.85,1,0,0
32282452,0.65,-1.03,1,0,0
32347214,-0.69,1.42,0,1,0
32354026,1.81,0.87,1,0,0
32362908,-0.53,-0.54,0,0,1
32405882,-0.73,-0.71,0,0,1
32574248,1.41,0.75,1,0,0
32619509,0.82,1.46,0,1,0
32638273,-1.07,1.39,0,1,0
32724969,1.98,-1.8,1,0,0
32734944,1.53,0.94,1,0,0
32811956,-0.57,-0.69,1,0,0
32935133,-0.07,-0.4,0,1,0
32992211,1.35,0.1,0,0,1
33061116,-0.95,-0.97,0,0,1
33161531,1.74,-0.33,1,0,0
33358005,0.48,1.44,0,1,0
33407477,-1.52,0.86,0,1,0
33419218,1.08,-0.95,1,0,0
33467556,0.15,0.38,0,1,0
33540537,-1.04,-1.05,0,0,1
33583573,1.81,-0.54,1,0,0
33861741,-0.69,-0.69,0,1,0
33917986,0.14,0.16,0,1,0
33926655,-0.6,-0.52,0,0,1
33944248,0.22,0.86,0,1,0
33955780,-0.78,-0.71,0,1,0
33989060,-0.85,-0.86,0,0,1
34009462,0.56,-1.45,1,0,0
34066561,2.17,3.03,0,1,0
34083819,0.75,0.64,1,0,0
34107392,-0.84,-0.84,0,0,1
34135285,1.12,1.51,1,0,0
34137502,2.59,0.35,1,0,0
34141317,0.18,0.21,0,0,1
34141516,0.77,-1.08,1,0,0
34308745,-0.94,-0.91,0,1,0
34309572,-1.33,0.43,0,1,0
34348633,-0.82,-0.82,1,0,0
34360479,-0.45,-0.45,1,0,0
34378632,1.64,0.29,1,0,0
34480121,-1.52,-1.52,0,0,1
34504374,-0.8,-0.82,0,0,1
34540796,1.05,-1.25,1,0,0
34549104,1.66,-0.84,1,0,0
34649448,2.16,2.36,0,0,1
34712778,0.32,-0.91,1,0,0
34742772,1.37,0.23,1,0,0
34780911,-0.24,1.66,0,1,0
34888646,-1.74,2.02,0,1,0
34934612,2.11,2.11,0,0,1
34946957,-1.28,0.64,0,1,0
34993192,-0.79,-0.77,0,0,1
35073394,-1.73,-1.81,1,0,0
35076201,-0.06,1.27,0,1,0
35088788,-0.13,-0.13,0,0,1
35188934,-0.31,-0.59,1,0,0
35201644,2.72,2.11,1,0,0
35235817,-0.74,-0.89,1,0,0
35282086,-0.84,-0.78,0,0,1
35303250,-0.87,-0.89,0,0,1
35322214,2.61,-0.41,1,0,0
35375799,0.44,-1.01,1,0,0
35471736,2.84,2.75,1,0,0
35492332,-0.77,-0.77,0,0,1
35654393,0.63,-0.25,1,0,0
35662089,-1.43,0.89,0,1,0
36062822,0.31,0.44,0,0,1
36171158,-0.68,-0.66,0,0,1
36222911,1.39,1.4,1,0,0
36278274,1.97,-1.52,1,0,0
36351965,0.7,1.8,0,1,0
36358064,1.88,-0.41,1,0,0
36530527,-0.86,-0.82,0,0,1
36545767,1.25,1.28,0,0,1
36797344,2.39,-1.81,1,0,0
36963252,-0.18,-0.08,0,1,0
37043878,-0.7,-0.68,0,0,1
37058073,-0.89,-0.89,1,0,0
37079639,2.17,1.34,1,0,0
37132737,-0.16,2.62,0,1,0
37203239,1.07,-0.61,1,0,0
37206390,-0.78,-0.8,1,0,0
37270092,0.01,-0.81,1,0,0
37358949,-0.72,-0.72,0,0,1
37403219,-0.81,0.33,0,1,0
37409670,2.81,-0.75,1,0,0
37411931,0.07,1.53,0,1,0
37611174,2.44,-0.78,1,0,0
37653109,-1.06,1.73,0,1,0
37697874,0.52,0.52,0,0,1
37875624,1.84,2.11,1,0,0
37882642,2.39,2.12,0,0,1
37896187,-0.37,2.42,0,1,0
37951752,-1.45,1.38,0,1,0
38367458,0.68,-0.92,1,0,0
38541643,-1.15,2.14,0,1,0
38558732,1.45,-1.02,1,0,0
38760658,0.98,0.29,1,0,0
38857249,-0.28,2.39,0,1,0
38966329,-0.44,0.57,0,1,0
39145012,1.34,0.43,1,0,0
39161068,-1.07,0.44,0,1,0
39180293,0.13,1.45,0,1,0
39480682,-1.24,2.17,0,1,0
39506411,-0.66,-0.16,0,1,0
39507509,-0.54,-0.16,0,1,0
39539705,0.3,-1.55,1,0,0
39691906,0.34,0.26,1,0,0
39773882,-1.3,-0.29,0,1,0
39827089,1.25,1.84,0,1,0
39962815,-0.08,-1.24,1,0,0
39996578,-0.56,-0.61,0,0,1
40014519,0.06,0.03,0,0,1
40025404,-0.89,-0.86,0,0,1
40059390,-0.8,-0.8,0,0,1
40132483,1.84,0.79,1,0,0
40152314,1.34,0.66,1,0,0
40172326,-0.77,-0.81,0,0,1
40175065,1.04,-0.6,1,0,0
40222815,-0.69,-0.76,1,0,0
40277037,-0.8,-0.8,0,0,1
40307655,0.16,-1.52,1,0,0
40469994,-0.76,-1.83,1,0,0
40556750,1.56,-0.66,1,0,0
40594907,-0.05,1.03,0,1,0
40617317,-0.97,0.46,0,1,0
40686068,-1.18,-0.99,0,1,0
40687256,0.62,1.47,0,0,1
40718039,-0.07,-0.84,0,0,1
40823165,0.98,-1.44,1,0,0
40931395,-0.85,-0.82,0,0,1
40959188,-0.51,0.66,0,0,1
41007496,-0.35,1.44,0,1,0
41097827,-0.03,1.73,0,1,0
41123370,-0.44,-0.2,0,1,0
41126880,-0.82,-0.73,0,1,0
41176201,-0.8,-0.77,0,1,0
41306206,1.2,-0.36,1,0,0
41401699,1.24,1.37,0,0,1
41634841,-0.66,-0.99,1,0,0
41689846,-1.34,-1.34,0,0,1
41729147,1.34,-1.36,1,0,0
41939754,-0.88,-0.86,0,0,1
42048887,1.3,0.84,1,0,0
42196315,-1.81,0.1,0,1,0
42363635,-1.14,-0.9,0,0,1
42421151,-0.03,0.22,0,1,0
42422183,-0.04,1.36,0,1,0
42439658,1.33,-0.62,1,0,0
42441079,-0.26,-0.15,0,1,0
42507851,1.84,-0.96,1,0,0
42584195,0.52,1.12,0,0,1
42733901,-0.03,-1.27,1,0,0
42832538,-0.34,-0.28,0,0,1
43013256,-0.77,-0.76,0,0,1
43028545,0.09,-0.95,0,1,0
43053669,-0.38,-0.38,1,0,0
43199588,-1.45,-1.05,0,1,0
43245275,-0.66,-1.34,1,0,0
43393319,-0.66,-1.27,1,0,0
43490392,-0.35,-0.91,1,0,0
43613344,-0.1,-0.11,0,0,1
43641645,-0.61,-0.47,0,1,0
44113499,-0.32,1.71,0,1,0
44132997,-1.3,-1.21,0,0,1
44216523,-0.54,0.31,0,1,0
44286334,-0.78,-0.25,0,1,0
44341326,2.7,-0.54,1,0,0
44429455,2.22,-1.16,1,0,0
44439894,0.84,1.79,0,1,0
44654591,-0.16,1.62,0,1,0
44685153,1.07,-0.88,1,0,0
44801794,-0.81,-0.46,0,1,0
45083686,-0.59,-0.54,0,0,1
45197798,-0.44,-0.85,1,0,0
45203971,-1.02,-0.79,0,0,1
45239136,-1.2,-1.08,0,0,1
45295652,-1.3,0.25,0,1,0
45306623,-0.67,1.08,0,1,0
45349724,-1.59,-1.72,0,0,1
45445864,-0.76,-0.82,1,0,0
45527285,0.14,0.18,0,0,1
45649084,-0.01,-0.48,1,0,0
45679685,-0.84,-0.8,0,0,1
45742698,-1.74,0.47,0,1,0
45745424,-0.79,-0.78,0,0,1
45768623,1.66,1.28,0,0,1
45813536,1.09,-0.33,1,0,0
45862971,-0.4,0.02,0,1,0
45871743,-0.49,-0.73,0,0,1
45963597,-0.6,0.05,0,1,0
45978184,-1.58,0.01,0,1,0
46097953,-1.01,0.29,0,1,0
46298937,-0.53,-1.02,1,0,0
46364451,-0.72,-0.76,0,0,1
46626014,0.75,1.05,1,0,0
46687772,-0.71,-0.7,0,0,1
46809189,0.38,-1.42,1,0,0
46821932,0.1,0.76,0,1,0
46876466,-0.82,-0.89,0,0,1
46908692,-0.85,-0.82,0,0,1
46944333,0.5,1.5,0,1,0
47180516,1.61,1.91,0,1,0
47227021,-0.89,-0.93,0,0,1
47599014,1.16,-1.01,1,0,0
47623951,0.28,1.68,0,1,0
47651837,-0.01,-1.41,1,0,0
47717262,-0.94,1.79,0,1,0
47734761,0.59,-0.32,1,0,0
47768118,0.42,0.68,0,0,1
47769825,2.16,2.92,0,1,0
47964341,1.05,2.08,0,1,0
47979246,-1.2,0.84,0,1,0
48015690,-1.8,0.44,0,1,0
48070351,-0.46,0.63,0,1,0
48081420,-1.0,-0.89,0,0,1
48139544,-0.66,0.34,0,1,0
48142269,0.42,1.28,0,1,0
48165008,-0.85,-0.96,0,0,1
48179205,0.37,-0.21,1,0,0
48242477,2.7,-1.52,1,0,0
48259531,0.78,-0.54,1,0,0
48264930,-1.3,0.55,0,1,0
48265471,-1.61,-1.6,0,0,1
48300687,-0.37,-0.73,1,0,0
48430092,-0.95,-0.68,0,1,0
48469580,1.23,-1.05,1,0,0
48531611,-0.66,-0.66,0,1,0
48576265,-0.03,-1.55,1,0,0
48642438,0.98,2.44,0,1,0
48656223,0.71,-1.2,1,0,0
48670803,0.27,1.08,0,1,0
48675796,0.5,0.11,1,0,0
48707291,-0.79,2.06,0,1,0
48759239,-0.82,-0.82,0,0,1
48919853,-0.87,-0.87,0,0,1
48942865,-0.57,0.92,0,1,0
49066516,1.32,0.08,1,0,0
49148726,0.15,-1.25,1,0,0
49213656,1.51,-0.54,1,0,0
49360504,-1.43,-1.44,0,0,1
49435804,-0.07,0.59,0,1,0
49465636,-1.66,-0.29,0,1,0
49568525,-0.84,0.54,0,1,0
49610973,-1.52,-1.34,0,0,1
49623367,-1.39,0.07,0,1,0
49697314,-1.45,-0.72,0,1,0
49817121,-1.02,0.78,0,1,0
49883581,-1.4,1.62,0,1,0
49947138,-1.83,1.35,0,1,0
49977065,-0.35,-0.77,1,0,0
50045381,-1.05,0.84,0,1,0
50145026,0.06,0.05,0,0,1
50149330,1.8,-0.54,1,0,0
50196105,-0.87,-1.0,0,0,1
50272973,-0.84,-0.84,0,0,1
50508809,-0.69,-0.77,1,0,0
50589143,0.78,-0.04,1,0,0
50594058,-1.34,1.38,0,1,0
50608374,-0.13,-0.09,0,0,1
50656327,-1.3,-0.29,0,1,0
50756439,-0.85,-0.82,0,0,1
50914747,-0.71,-0.75,0,0,1
51122739,-0.01,-0.76,1,0,0
51210806,-0.88,-0.03,0,1,0
51421088,0.46,0.7,0,1,0
51460330,-1.18,-1.12,0,0,1
51473653,-0.71,-0.72,0,0,1
51490527,-0.06,1.79,0,1,0
51497349,-0.7,-0.69,0,0,1
51526530,1.05,-0.56,1,0,0
51557426,0.08,0.17,0,0,1
51618708,-0.74,-0.72,0,0,1
51653907,1.73,0.34,1,0,0
51766718,-1.84,-1.12,0,1,0
51782523,-0.84,-0.82,0,0,1
51806745,-0.61,-0.64,0,0,1
51857553,0.04,-1.08,1,0,0
51908978,-0.15,-0.65,1,0,0
52088968,-1.12,-0.73,0,1,0
52094506,1.24,-0.57,1,0,0
52353020,0.8,-0.82,1,0,0
52356911,-0.78,0.41,0,1,0
52388359,-1.27,0.89,0,1,0
52459595,-0.23,2.14,0,1,0
52489452,1.09,1.71,0,1,0
52660023,-0.69,-0.66,0,1,0
52770361,1.68,0.8,0,1,0
52797780,1.2,1.02,1,0,0
52893105,-0.34,-0.3,0,0,1
52915987,2.17,0.27,1,0,0
52934238,1.28,-1.51,1,0,0
53017222,-0.54,-0.61,0,0,1
53058989,-0.31,-0.36,0,0,1
53082068,1.98,0.24,1,0,0
53091456,-0.35,0.06,0,1,0
53134540,-1.5,-1.7,0,0,1
53184609,1.7,-0.7,1,0,0
53443545,-1.04,1.3,0,1,0
53517536,-1.41,-1.41,0,0,1
53527420,-0.66,-0.5,0,0,1
53704229,0.01,-1.73,1,0,0
53759321,0.18,-0.23,0,0,1
54024689,1.51,0.72,1,0,0
