id,resp_a_reward,resp_b_reward,winner_model_a,winner_model_b,winner_tie
4234829909,-0.4839,-0.4839,0,1,0
4234950574,0.7514,0.7079,0,1,0
4235164855,0.0129,0.1639,0,1,0
4235217465,1.4497,1.0859,0,0,1
4235255992,-0.4693,-0.4672,1,0,0
4235276634,-0.5712,-0.2242,0,1,0
4235349088,0.169,0.0447,0,0,1
4235485065,-2.243,2.3715,0,1,0
4235648171,-0.6285,-0.6599,0,0,1
4235738750,-0.6564,-0.7214,0,0,1
4235860183,-2.102,-2.1969,0,1,0
4235879501,0.0395,0.5731,0,1,0
4236051016,-0.0049,0.0395,0,0,1
4236078838,1.9749,1.8233,0,1,0
4236095246,0.1884,0.3837,1,0,0
4236273125,0.4289,-0.0723,1,0,0
4236294114,0.3497,0.7528,0,1,0
4236306493,-0.537,-0.5496,0,0,1
4236381781,-0.2388,-0.3911,0,0,1
4236412174,-0.287,-0.236,0,0,1
4236414699,-1.1271,-1.088,0,0,1
4236514722,-1.4232,1.5691,0,1,0
4236571663,-1.0754,-0.8422,0,0,1
4236629607,0.7729,-1.2779,1,0,0
4236728758,2.7458,0.3423,1,0,0
4236828450,1.5028,-0.2828,1,0,0
4237064537,0.7306,-0.5845,1,0,0
4237182354,-0.7654,-0.8554,0,0,1
4237294362,-0.6446,-0.3464,0,1,0
4237302973,-0.3485,-0.2388,0,0,1
4237394671,-1.0279,0.4379,0,1,0
4237448181,-0.1889,-0.6913,0,0,1
4237549667,-0.6676,-0.514,0,1,0
4237575976,-0.0992,0.1016,1,0,0
4237692704,0.0402,0.7233,0,1,0
4237758938,0.6901,0.6728,0,0,1
4237890612,-1.3408,2.7584,0,1,0
4238139643,-0.9225,-0.9225,1,0,0
4238232738,0.6308,-0.9958,1,0,0
4238239499,1.7123,-1.2025,1,0,0
4238256918,-1.088,0.2582,0,1,0
4238456955,-0.2877,0.6533,0,1,0
4238511728,-0.611,-0.537,0,0,1
4238618740,1.5999,-1.4162,1,0,0
4238625973,1.0304,0.9365,1,0,0
4238639849,-0.7521,-0.8219,0,0,1
4238728244,-0.699,-0.8087,0,1,0
4238735928,-0.117,3.2709,0,1,0
4238879331,-1.8589,-1.8575,0,0,1
4238884365,-0.3205,-0.3122,0,0,1
4238905317,1.3073,0.5944,1,0,0
4238996187,-0.5517,-0.5649,0,0,1
4239091133,-0.7842,2.2891,0,1,0
4239175528,2.0475,-0.1152,1,0,0
4239286406,-0.8373,-0.5635,0,0,1
4239396447,-0.7025,-0.6809,0,0,1
4239696605,0.2214,2.7626,0,1,0
4239785503,0.0147,-0.5063,1,0,0
4239786468,-1.2444,-1.4846,0,0,1
4239797148,-0.2249,-0.4134,0,0,1
4239825910,0.472,0.7016,0,1,0
4239870328,-0.3198,-1.5531,1,0,0
4239881018,-0.3282,-0.5601,1,0,0
4239926309,0.1669,0.1669,1,0,0
4240073128,0.5615,-0.4246,1,0,0
4240139486,0.2069,0.0838,0,1,0
4240162389,-1.3897,1.5321,0,1,0
4240290277,0.1329,1.0422,0,1,0
4240526944,-0.3743,-0.5908,0,0,1
4240586774,-0.6955,-0.6941,0,0,1
4240644936,0.9759,0.2069,1,0,0
4240757348,-0.2737,-0.4246,0,0,1
4240761128,-0.8149,-0.7996,0,0,1
4240768613,0.3298,0.6316,0,1,0
4240788527,-0.5279,-0.2884,1,0,0
4240801841,-0.4309,-1.007,0,0,1
4240824080,1.0541,1.1198,0,0,1
4240832884,1.1145,1.1446,0,0,1
4240992154,-0.7828,-0.2402,0,1,0
4241066553,-0.8233,0.2076,0,0,1
4241077718,-0.3387,-0.3387,0,1,0
4241218476,-0.7884,-1.0838,0,0,1
4241233464,0.5706,-1.0196,1,0,0
4241290715,1.6732,1.6732,1,0,0
4241325093,1.2249,-0.3841,1,0,0
4241355217,-0.214,-0.0356,0,1,0
4241435251,-0.5182,-0.4693,0,0,1
4241437587,0.5762,0.5762,1,0,0
4241475102,-0.4825,-0.6704,1,0,0
4241508462,-0.4141,-0.3722,0,0,1
4241535373,0.7608,2.1844,0,1,0
4241539495,-0.8994,-0.8792,1,0,0
4241549408,-0.9057,1.8017,0,1,0
4241576673,-0.8883,-0.7849,1,0,0
4241624870,-1.5014,1.2528,0,1,0
4241628733,-0.3589,-0.4176,0,0,1
4241735652,-1.0978,-1.1466,0,1,0
4241740209,0.1047,1.1582,0,1,0
4241859190,0.8272,-1.7514,1,0,0
4241948896,-0.4113,-0.4881,0,0,1
4241954583,0.1247,0.1327,1,0,0
4241970758,-0.8848,-0.412,0,1,0
4242010621,-1.1634,-0.7696,0,0,1
4242193184,0.8851,-1.4944,1,0,0
4242444282,2.4846,-0.558,1,0,0
4242574699,-0.2064,-0.1976,0,0,1
4242665893,0.2198,-0.3624,1,0,0
4242799175,0.6086,0.4221,1,0,0
4242807664,-0.7612,0.0157,0,1,0
4242852890,-0.4658,-0.442,1,0,0
4242990067,0.066,-0.1805,0,1,0
4243121188,-0.3876,-0.3876,1,0,0
4243204289,-0.8115,1.4546,0,1,0
4243287349,-0.9092,1.4413,0,1,0
4243326482,0.4046,-0.5538,1,0,0
4243465992,-0.3282,-0.3282,1,0,0
4243481980,0.4621,-1.5321,1,0,0
4243491505,1.4253,-0.6313,1,0,0
4243571764,-0.2989,-0.2989,0,1,0
4243595775,-0.4434,-0.4434,0,0,1
4243624067,0.6144,-0.0953,1,0,0
4243652941,-0.2577,-0.2954,0,0,1
4243714918,0.9605,-1.6536,1,0,0
4243756166,-0.7556,-0.3966,0,1,0
4243756531,-1.0335,0.4098,0,1,0
4243770332,-0.7654,-0.6236,0,0,1
4243823481,-0.045,0.6512,0,1,0
4243849908,1.0489,-0.8499,1,0,0
4243879017,-0.3624,1.6034,0,1,0
4243946394,1.5384,0.1887,1,0,0
4243979266,0.2137,-2.3994,1,0,0
4244054400,0.8708,-0.5538,1,0,0
4244070647,0.5419,0.5121,0,1,0
4244095332,0.9958,0.095,1,0,0
4244101139,0.6749,-1.7193,1,0,0
4244151675,-0.2263,-0.2263,0,1,0
4244250227,-2.1006,0.0841,0,1,0
4244284786,-1.1103,-0.6837,0,1,0
4244417844,-0.5524,-0.1526,0,1,0
4244431598,-0.845,-0.7842,0,0,1
4244474169,-2.6536,0.3799,0,1,0
4244624277,2.567,-0.7472,1,0,0
4244955800,1.6362,1.6362,0,1,0
4244975385,-0.4756,-0.4909,0,1,0
4245042959,0.6679,-0.1386,0,1,0
4245370350,-0.463,-0.9358,1,0,0
4245482056,-0.4455,-0.5265,0,0,1
4245482950,-1.0517,-0.8352,1,0,0
4245546857,-0.7947,-1.4763,1,0,0
4245576702,-1.2528,-1.0391,0,0,1
4245742064,0.6241,0.6241,1,0,0
4245850351,-0.9567,-0.7912,1,0,0
4245852874,1.2556,-1.1634,1,0,0
4245922310,1.9344,-0.5887,1,0,0
4246029635,-1.3338,1.0562,0,0,1
4246075787,-0.2919,-0.4064,0,1,0
4246104267,-0.3303,-0.0161,0,0,1
4246145958,0.3358,0.1831,0,0,1
4246199688,-0.5412,-0.6355,1,0,0
4246239046,0.1735,0.0335,0,0,1
4246304840,-1.2947,-1.1061,0,0,1
4246483945,-0.0038,0.2959,0,1,0
4246753507,-0.0583,-0.0583,0,0,1
4246770411,-2.176,0.0744,0,1,0
4246836600,-1.1103,0.0251,1,0,0
4246854744,0.2069,0.2069,1,0,0
4246910794,-0.8387,-0.6669,0,0,1
4246960264,1.0615,0.1961,1,0,0
4247015726,-0.1323,-0.1323,1,0,0
4247020731,-0.0583,-0.184,0,0,1
4247060309,-0.4707,-0.6529,0,0,1
4247092076,-0.4225,-0.4497,1,0,0
4247098446,1.5705,0.9015,1,0,0
4247112438,0.419,-0.0416,1,0,0
4247165262,0.3258,0.4931,0,1,0
4247203258,-0.352,-0.1868,0,0,1
4247235353,1.9246,-0.3128,1,0,0
4247287548,0.7425,0.7425,0,0,1
4247790577,1.1878,1.1878,0,1,0
4247811575,-1.3841,0.5419,0,1,0
4247868851,-0.1624,-0.3191,0,0,1
4247996950,-0.4839,-0.3966,0,0,1
4248128259,-0.7723,-0.7723,0,0,1
4248248688,0.4257,0.7675,0,1,0
4248269209,0.0524,-0.0747,0,1,0
4248288950,-0.7814,0.0436,0,1,0
4248420073,-0.727,-0.7598,0,0,1
4248422661,-1.074,-0.6369,0,1,0
4248667785,-0.1369,-0.1149,0,0,1
4248918673,0.773,-0.6508,1,0,0
4248979414,0.4802,-0.4923,1,0,0
4249060047,0.0248,0.0248,1,0,0
4249061273,-0.3219,-0.3436,1,0,0
4249085989,0.669,-1.3073,1,0,0
4249231691,0.0646,0.4461,0,1,0
4249381288,-0.2982,-0.7039,0,0,1
4249591092,-0.7374,-0.7346,0,0,1
4249759461,-1.0084,0.8998,0,1,0
4249779990,-1.4735,1.6299,0,1,0
4249815004,1.0831,-1.7891,1,0,0
4249865171,-1.4707,-0.7619,0,0,1
4249877240,-0.7772,-0.5021,0,0,1
4250152966,0.3767,0.7488,0,1,0
4250251028,-0.5573,-0.5573,1,0,0
4250303195,-0.7507,-0.7507,0,0,1
4250342551,-0.4155,-0.5538,0,1,0
4250431344,0.1559,0.1559,1,0,0
4250439150,-0.8443,1.6913,0,1,0
4250515153,-1.338,-1.6173,0,0,1
4250671172,1.8345,-1.2765,1,0,0
4250710791,-0.1655,-1.5684,1,0,0
4250789938,-0.2891,-0.3066,0,0,1
4250851020,-0.3659,-0.4176,0,1,0
4250929531,-0.6906,-0.9693,1,0,0
4250938512,-1.1061,-0.7563,1,0,0
4250986046,1.4497,1.2207,0,0,1
4251027822,-0.6997,-0.6997,1,0,0
4251266470,0.4527,0.1459,0,0,1
4251416142,-0.4351,-0.4351,0,1,0
4251419663,-0.3261,-0.3261,0,1,0
4251429279,1.7465,-1.2207,1,0,0
4251452860,1.5733,1.5733,1,0,0
4251496736,-0.1358,-0.5628,1,0,0
4251559276,-0.8436,-0.2406,0,1,0
4251559333,-1.3813,1.8303,0,1,0
4251575107,-0.6075,-0.5028,0,0,1
4251612311,0.0779,-0.2423,1,0,0
4251655740,-0.6096,1.2102,0,1,0
4251917489,0.128,0.2634,0,0,1
4251997215,-0.5475,-0.5475,1,0,0
4252105159,-0.7465,-0.6201,0,1,0
4252148758,3.3771,-2.0628,1,0,0
4252161142,-0.2821,-0.5796,1,0,0
4252192977,-0.6837,-0.7095,0,0,1
4252236885,-0.6041,-1.317,1,0,0
4252239775,-0.4637,-0.4944,0,0,1
4252278635,0.6422,-0.5335,1,0,0
4252493496,-0.2476,-0.1966,1,0,0
4252534482,-0.3282,-0.3282,0,1,0
4252611580,-0.1131,0.769,0,1,0
4252613030,0.4744,-1.9539,1,0,0
4252675149,-0.8771,-0.0639,0,1,0
4252780540,-0.4791,0.4031,0,1,0
4252787969,0.1559,0.3664,0,1,0
4252880806,1.9818,-1.2193,1,0,0
4252890088,-0.5489,-0.4525,0,1,0
4252945271,-0.3226,-0.2968,0,1,0
4252983166,0.1034,-0.4399,1,0,0
4253030125,-0.764,-0.5203,0,0,1
4253056609,-1.3338,1.0433,0,1,0
4253105766,-0.3589,-0.213,0,0,1
4253133475,-1.1075,0.4795,0,1,0
4253175751,-0.5642,-0.6348,0,0,1
4253458875,-1.0196,-0.9609,0,0,1
4253543341,-0.9693,-0.9693,0,1,0
4253684062,-1.7235,-1.6564,1,0,0
4253743033,-1.095,-1.6913,0,0,1
4253855217,0.058,0.8823,0,1,0
4253868786,1.3785,-1.2291,1,0,0
4253954230,-1.1285,2.6355,0,1,0
4253980276,-0.1093,-0.1362,0,1,0
4254014246,0.2729,0.0052,1,0,0
4254030033,-0.9469,-0.1341,0,1,0
4254044254,-0.1997,0.4575,0,1,0
4254163601,-0.6711,-0.6599,0,0,1
4254193206,0.0908,-0.3806,1,0,0
4254291157,-0.4811,1.3799,0,1,0
4254556595,-0.3101,-0.3387,0,0,1
4254601014,-2.2402,-2.2877,1,0,0
4254627312,-0.5098,-0.294,0,0,1
4254718393,-0.4365,-0.7304,1,0,0
4254719559,-0.6522,-0.4909,0,0,1
4254762145,1.794,0.5093,1,0,0
4254995417,0.0768,0.0583,1,0,0
4254997382,0.8677,-0.7381,1,0,0
4255112092,-1.2793,-0.817,0,1,0
4255202752,-0.5817,-0.6278,0,0,1
4255281904,0.0119,1.1872,0,1,0
4255396969,-0.5831,-0.9944,0,0,1
4255439310,0.7058,0.1322,1,0,0
4255470922,3.7291,2.8729,1,0,0
4255946083,-2.3324,-2.3464,0,0,1
4255994314,-0.6103,0.0747,0,1,0
4256111360,1.7116,0.081,1,0,0
4256116847,0.9106,0.9354,1,0,0
4256163050,-0.611,-1.0405,0,0,1
4256179369,-1.3464,0.405,0,1,0
4256233163,1.368,1.5964,0,0,1
4256267847,0.6842,0.6842,0,0,1
4256363151,-0.567,-0.3932,0,1,0
4256363743,-0.7472,-0.7472,0,0,1
4256422362,-0.5161,-0.5852,0,0,1
4256557356,1.6006,0.0506,1,0,0
4256622843,-0.301,-0.7703,1,0,0
4256675407,-1.0712,-1.0084,1,0,0
4256678143,0.6587,0.8565,0,0,1
4256757373,-0.8115,-0.3603,0,1,0
4257247464,-0.602,-0.602,0,1,0
4257385400,-0.1721,-0.1721,0,1,0
4257394453,-0.2304,0.0604,0,1,0
4257507218,0.1369,-0.2982,1,0,0
4257588577,0.6329,0.3762,1,0,0
4257682815,-1.588,0.8261,0,1,0
4257730913,-1.7221,-1.5293,0,0,1
4257761980,1.6962,-0.4693,1,0,0
4257769834,0.1744,0.1744,0,1,0
4257864795,0.5335,2.7067,0,1,0
4257913568,-0.6858,-0.5894,0,1,0
4258041419,-0.4923,-1.1844,1,0,0
4258041814,1.0908,1.1784,0,0,1
4258096767,0.6833,0.1666,0,0,1
4258115708,0.8666,0.7671,0,0,1
4258161701,2.3966,-0.2563,1,0,0
4258369845,2.7779,-1.4134,1,0,0
4258399976,-0.4365,-0.1288,0,1,0
4258428039,-0.4036,-0.389,0,0,1
4258496722,-0.6131,3.0615,0,1,0
4258514130,0.6411,-0.9818,1,0,0
4258667494,-0.2919,-0.2919,1,0,0
4258703887,-0.5314,-0.3268,0,1,0
4258765705,1.044,1.0953,0,1,0
4258843037,-0.1823,-0.0314,0,0,1
4258859881,-0.2689,-0.1554,0,0,1
4258925590,-0.301,-2.2807,1,0,0
4258988790,0.2177,0.1322,1,0,0
4259207233,-0.0503,-0.0667,0,0,1
4259226169,-0.6508,-0.7535,1,0,0
4259402419,-0.1473,-0.4818,1,0,0
4259422240,-1.5154,0.4075,0,1,0
4259445178,-1.4372,-0.7388,0,1,0
4259559419,-0.3953,-1.514,1,0,0
4259795979,-0.4372,0.5594,0,1,0
4259979711,-0.4686,0.1437,0,0,1
4260076805,0.9427,0.9427,0,0,1
4260108353,2.1103,1.3247,0,0,1
4260299428,-0.066,-1.6383,1,0,0
4260318706,1.574,1.0545,1,0,0
4260360143,-0.4993,-0.4707,0,0,1
4260393721,-1.4749,0.1226,0,1,0
4260473622,-0.8094,-1.0335,1,0,0
4260589581,-0.4392,-0.648,1,0,0
4260657781,1.0206,1.9022,0,0,1
4260686685,-0.4707,1.6278,0,1,0
4260806564,0.6521,0.6521,0,1,0
4260808044,1.1173,-0.294,1,0,0
4260822012,-0.699,-0.6103,0,1,0
4260952099,0.2552,0.2812,0,0,1
4261028517,-0.2179,-0.4993,0,1,0
4261043741,-0.7556,-0.7556,0,1,0
4261045573,1.5454,0.3885,1,0,0
4261147158,-0.6844,-0.1257,0,1,0
4261216431,-0.0349,-0.1002,0,1,0
4261237457,0.7678,-0.6718,1,0,0
4261273385,-0.5272,-0.7661,0,0,1
4261292892,-1.5615,-1.9553,1,0,0
4261316605,-0.0349,-0.3394,1,0,0
4261336515,-0.3205,-0.692,1,0,0
4261380281,-0.3408,-0.3429,0,0,1
4261420325,-1.9274,-1.8813,0,1,0
4261471939,-1.5154,2.014,0,1,0
4261478515,0.5022,-1.574,1,0,0
4261497204,2.4232,-0.648,1,0,0
4261561116,0.2631,0.001,1,0,0
4261741941,1.1442,1.0461,1,0,0
4261742467,-0.4148,-2.3771,1,0,0
4261965388,1.5468,1.5468,1,0,0
4262068665,-0.7947,-0.773,1,0,0
4262121285,2.493,-0.3554,1,0,0
4262136455,0.8397,0.8397,0,0,1
4262210152,0.2453,0.4486,0,0,1
4262557415,-0.2378,-0.0737,0,0,1
4262605526,-0.1686,-0.4581,0,0,1
4262744023,1.9679,-0.1575,1,0,0
4262849744,0.7123,0.2435,1,0,0
4262858440,-0.632,-0.7842,0,0,1
4262860715,-0.8876,-0.8806,0,0,1
4262871745,-1.0698,-1.1578,1,0,0
4262902523,0.8551,0.5105,1,0,0
4262921954,2.4749,0.1114,1,0,0
4263165266,-0.5216,-0.574,0,0,1
4263172738,1.7989,0.2437,1,0,0
4263175476,-0.0416,0.3955,1,0,0
4263215147,-0.0726,-0.0258,0,1,0
4263476909,1.7472,0.9197,0,0,1
4263561225,0.637,-0.2521,1,0,0
4263591872,-1.3003,2.6941,0,1,0
4263610366,0.6819,0.1419,1,0,0
4263618688,0.5917,-0.4302,1,0,0
4263631006,-1.155,0.5714,0,1,0
4263637750,1.6487,-0.3506,1,0,0
4263647233,-0.4965,-0.5901,0,0,1
4263648122,-0.9665,-1.2081,0,0,1
4263676223,-0.5342,-0.4218,0,0,1
4263714852,-2.243,0.3859,0,1,0
4263727916,-0.7479,-0.7696,0,0,1
4263738907,-0.6425,-0.9092,1,0,0
4263811653,-0.0712,-0.0712,0,0,1
4263936275,1.2325,-0.1145,1,0,0
4263965264,0.5907,1.2367,0,1,0
4263966547,-1.1439,0.0087,0,1,0
4264143483,-0.5971,-2.0028,1,0,0
4264235586,0.118,-1.8254,1,0,0
4264293918,-0.3966,-0.3966,0,0,1
4264392483,-0.9846,0.8411,0,1,0
4264624971,1.287,0.7996,1,0,0
4264651374,-0.5265,-0.4756,0,0,1
4264659096,1.4881,1.0157,1,0,0
4264681933,0.9413,-0.4239,1,0,0
4265154113,-0.5601,-0.5168,0,0,1
4265282380,0.2151,0.2151,0,0,1
4265285152,-0.5566,-0.5566,0,0,1
4265299832,0.3578,0.0143,1,0,0
4265449646,0.6107,0.5596,0,0,1
